,ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude,geometry
14310,BP,Solomon Islands,10868,101475,Birao,Birao,9000,5,N,brr,Birao,1,1,Christianity,98,33,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.7677,160.53057,
14311,BP,Solomon Islands,10888,101507,Blablanga,Blablanga,2700,5,N,blp,Blablanga,2,1,Christianity,85,16,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.17374,159.42517,
14312,BP,Solomon Islands,10987,101705,Bugoto,Bugoto,6200,5,N,bgt,Bughotu,5,1,Christianity,97,34,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.49274,159.79572,
14313,BP,Solomon Islands,19007,114916,Deaf,Deaf,6200,3,N,szs,Solomon Islands Sign Language,1,1,Christianity,95.8,,26,A017,Deaf,328,C0252,Deaf,216,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-11.615,160.219,
14314,BP,Solomon Islands,11611,102713,Dorio,Dorio,3700,5,N,dor,Dori'o,1,1,Christianity,95,30,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.101,160.90137,
14315,BP,Solomon Islands,11635,102754,Duke,Duke,3500,5,N,nke,Duke,2,1,Christianity,96,27,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-7.98255,157.06872,
14316,BP,Solomon Islands,11165,102966,Euronesian,Euronesian,18000,5,N,eng,English,5,1,Christianity,99,34,19,A010,Pacific Islanders,259,C0170,"Pacific Islanders, other",9,1,Australia and Pacific,SOP,Oceania,N,N,,N,-9.47675,160.19759,
14317,BP,Solomon Islands,11176,102983,Fagani,Fagani,1400,5,N,faf,Fagani,3,1,Christianity,83,15,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.45202,161.66242,
14318,BP,Solomon Islands,11192,103006,Fataleka,Fataleka,10000,5,N,far,Fataleka,4,1,Christianity,94,32,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.60466,160.86424,
14319,BP,Solomon Islands,11200,103015,Fijian,Fijian,1800,5,N,fij,Fijian,5,1,Christianity,73,16,19,A010,Pacific Islanders,165,C0069,Fiji,7,1,Australia and Pacific,SOP,Oceania,N,N,,N,-9.438407316,159.9479293,
14320,BP,Solomon Islands,11214,103031,Fiu,"Fiu, Kwara'ae",49000,5,N,kwf,Kwara'ae,4,1,Christianity,99,34,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.73228,160.80338,
14321,BP,Solomon Islands,11856,103286,"Florida Islander, Nggela","Florida Islander, Nggela",18000,5,N,nlg,Gela,4,1,Christianity,99,32,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.07513,160.22634,
14322,BP,Solomon Islands,11822,103220,Gao,Gao,1900,5,N,gga,Gao,3,1,Christianity,80,13,20,A011,Southeast Asian Peoples,230,C0138,Miao / Hmong,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.34499,159.77477,
14323,BP,Solomon Islands,11878,103331,Ghari,"Ghari, Tangarare",18000,5,N,gri,Ghari,5,1,Christianity,99,35,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.48823,159.81894,
14324,BP,Solomon Islands,11985,103550,Gulaalaa,"Gulaalaa, Kwai",2400,5,N,gmb,Gula'alaa,1,1,Christianity,80,14,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.809308,160.903352,
14325,BP,Solomon Islands,12051,103686,"Han Chinese, Mandarin","Han Chinese, Mandarin",4100,4,N,cmn,"Chinese, Mandarin",5,7,Non-Religious,8,5,11,A002,East Asian Peoples,161,C0065,Chinese,55,1,Australia and Pacific,SOP,Oceania,N,N,,N,-9.436492805,159.9377688,
14326,BP,Solomon Islands,12113,103850,Hoava,Hoava,700,5,N,hoa,Hoava,1,1,Christianity,90,19,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.16969,157.59291,
14327,BP,Solomon Islands,12416,104410,Kahua,"Kahua, Narihua",7900,5,N,agw,Kahua,5,1,Christianity,97,33,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.68039,162.16366,
14328,BP,Solomon Islands,12713,105038,Kiribertese,"Kiribertese, Gilbertese",7400,5,N,gil,Kiribati,5,1,Christianity,96,32,19,A010,Pacific Islanders,231,C0139,Micronesian,7,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-7.42579,157.76656,
14329,BP,Solomon Islands,12749,105108,Kokota,Kokota,800,5,N,kkk,Kokota,1,1,Christianity,95,16,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.03961,159.1825,
14330,BP,Solomon Islands,18758,114406,Kumbokota,Kumbokota,3800,5,N,ghn,Ghanongga,2,1,Christianity,95,28,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.01936,156.55268,
14331,BP,Solomon Islands,12883,105478,Kusaghe,Kusaghe,3700,5,N,ksg,Kusaghe,1,1,Christianity,95,30,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.05345,157.45844,
14332,BP,Solomon Islands,12900,105509,Kwaio,Kwaio,20000,5,N,kwd,Kwaio,4,1,Christianity,96,30,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.96232,160.95161,
14333,BP,Solomon Islands,12981,105632,Langalanga,Langalanga,11000,5,N,lgl,Wala,4,1,Christianity,95,35,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.83802,160.74994,
14334,BP,Solomon Islands,13008,105675,Lau,"Lau, Ndai",26000,5,N,llu,Lau,4,1,Christianity,95,30,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.59513,160.95694,
14335,BP,Solomon Islands,13036,105717,Lengo,"Lengo, Tasemboko",21000,5,N,lgr,Lengo,2,1,Christianity,95,29,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.55128,160.402,
14336,BP,Solomon Islands,13103,105850,Longgu,Longgu,2900,5,N,lgu,Longgu,1,1,Christianity,90,25,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.72117,160.65152,
14337,BP,Solomon Islands,13155,105929,Lungga,Lungga,4200,5,N,lga,Lungga,4,1,Christianity,90,24,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.1228,156.5822,
14338,BP,Solomon Islands,13434,106133,Malango,Malango,6300,5,N,mln,Malango,1,1,Christianity,94,33,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.6191,160.10897,
14339,BP,Solomon Islands,13548,106342,"Maringe, Cheke Holo","Maringe, Cheke Holo",16000,5,N,mrn,Cheke Holo,4,1,Christianity,97,34,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.32095,159.61975,
14340,BP,Solomon Islands,13552,106353,Marovo,Marovo,12000,5,N,mvo,Marovo,5,1,Christianity,98,34,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.45999,157.81712,
14341,BP,Solomon Islands,19115,115333,"Mono, Alu","Mono, Alu",5100,5,N,mte,Mono,2,1,Christianity,90,33,19,A010,Pacific Islanders,286,C0197,Solomons,2,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-7.06775,155.80133,
14342,BP,Solomon Islands,20538,116894,Nalogo,Nalogo,2000,5,N,nlz,Nalogo,4,1,Christianity,95,30,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.70933,166.049673,
14343,BP,Solomon Islands,13946,107074,Nanggu,Nanggu,300,5,N,ngr,Engdewu,0,1,Christianity,85,14,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.70255,165.89343,
14344,BP,Solomon Islands,14737,108667,Natugu,Natugu,5300,5,N,ntu,Natugu,4,1,Christianity,99,34,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.70803,165.82293,
14345,BP,Solomon Islands,13310,107196,Nembao,Nembao,900,5,N,utp,Amba,1,1,Christianity,83,12,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-11.22991894,166.4635763,
14346,BP,Solomon Islands,13316,107203,Neo-Melanesian Papuan,Neo-Melanesian Papuan,6200,5,N,tpi,Tok Pisin,5,1,Christianity,95,32,19,A010,Pacific Islanders,244,C0152,New Guinea,4,1,Australia and Pacific,SOP,Oceania,N,N,,N,-8.562367761,157.3382268,
14347,BP,Solomon Islands,21067,117897,Noipa,Noipa,300,4,N,npx,Noipa,1,4,Ethnic Religions,20,5,19,A010,Pacific Islanders,269,C0180,Polynesian,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.820831,165.791948,
14348,BP,Solomon Islands,14218,107685,Oloha,Oloha,60,4,N,ora,Oroha,0,1,Christianity,80,8,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.698631,161.550379,
14349,BP,Solomon Islands,14204,107663,Ontong Java Islander,Ontong Java Islander,3600,5,N,ojv,Ontong Java,4,1,Christianity,95,31,19,A010,Pacific Islanders,269,C0180,Polynesian,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-5.49002,159.70087,
14350,BP,Solomon Islands,14393,108032,Pileni,Pileni,2500,5,N,piv,Vaeakau-Taumako,1,1,Christianity,95,19,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.95573,167.22095,
14351,BP,Solomon Islands,14535,108343,Reef Islander,"Reef Islander, Gnivo",13000,5,N,nfl,Aiwoo,3,1,Christianity,99,35,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.22661,166.2108,
14352,BP,Solomon Islands,14545,108357,Rennellese,"Rennellese, Mugaba",6700,5,N,mnv,Rennell-Bellona,4,1,Christianity,99,31,19,A010,Pacific Islanders,269,C0180,Polynesian,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-11.73503,160.4223,
14353,BP,Solomon Islands,14560,108382,Ririo,Ririo,100,5,N,baa,Babatana,4,1,Christianity,86,15,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-6.89113,156.91044,
14354,BP,Solomon Islands,14583,108424,Roviana,Roviana,15000,5,N,rug,Roviana,5,1,Christianity,99,33,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.23522,157.35839,
14355,BP,Solomon Islands,14597,108451,Russel Islander,"Russel Islander, Laube",2700,5,N,lvk,Lavukaleve,2,1,Christianity,90,24,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.06839,159.14339,
14356,BP,Solomon Islands,14615,108474,"Saa, South Malaita","Saa, South Malaita",18000,5,N,apb,Sa'a,4,1,Christianity,90,35,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.62996,161.44135,
14357,BP,Solomon Islands,14734,108664,Santa Ana,Santa Ana,10000,5,N,stn,Owa,4,1,Christianity,97,36,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.71854,162.26951,
14358,BP,Solomon Islands,14790,108758,Savo Islander,"Savo Islander, Savosavo",3700,5,N,svs,Savosavo,2,1,Christianity,91,26,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.1272,159.81421,
14359,BP,Solomon Islands,14170,108995,Sikayana,Sikayana,1100,5,N,sky,Sikaiana,2,1,Christianity,90,16,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.3815,162.72061,
14360,BP,Solomon Islands,14182,109016,Simbo,Simbo,4100,5,N,sbb,Simbo,3,1,Christianity,95,25,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.25843,156.53279,
14361,BP,Solomon Islands,14979,109388,Solomoni Creole,"Solomoni Creole, Pidgin",37000,5,N,pis,Pijin,5,1,Christianity,98,33,19,A010,Pacific Islanders,286,C0197,Solomons,2,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.43889,159.95383,
14362,BP,Solomon Islands,15217,109760,Talise,Talise,19000,5,N,tlr,Talise,2,1,Christianity,98,33,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-9.79038,160.2237,
14363,BP,Solomon Islands,21007,109826,Tanema,Tanema,200,5,N,tkw,Teanu,0,1,Christianity,90,25,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-11.648711,166.903484,
14364,BP,Solomon Islands,15300,109897,Tavula,"Tavula, Vagua",3000,5,N,tva,Vaghua,1,1,Christianity,87,22,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-6.68511,156.51735,
14365,BP,Solomon Islands,15314,109915,"Teanu, Buma","Teanu, Buma",900,5,N,tkw,Teanu,0,1,Christianity,95,22,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-11.65725,166.87925,
14366,BP,Solomon Islands,15487,110057,Tikopia,Tikopia,5100,5,N,tkp,Tikopia,3,1,Christianity,98,17,19,A010,Pacific Islanders,269,C0180,Polynesian,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-12.27649,168.82409,
14367,BP,Solomon Islands,15515,110106,To'ambaita,"To'ambaita, Maluu",19000,5,N,mlu,To'abaita,4,1,Christianity,99,31,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.38461,160.61529,
14368,BP,Solomon Islands,15689,110367,Ugele,Ugele,1800,5,N,uge,Ughele,1,1,Christianity,82,18,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.46192,157.34637,
14369,BP,Solomon Islands,15770,110504,Vangunu,Vangunu,1400,5,N,mpr,Vangunu,1,1,Christianity,94,18,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-8.64529,158.00219,
14370,BP,Solomon Islands,20923,110510,"Vanikoro, Lovono","Vanikoro, Lovono",100,4,N,pis,Pijin,5,1,Christianity,85,8,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-11.6796,166.9537,
14371,BP,Solomon Islands,15772,110511,Vanuatu Melanesian,Vanuatu Melanesian,12000,5,N,bis,Bislama,5,1,Christianity,95,33,19,A010,Pacific Islanders,315,C0227,Vanuatu,3,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-10.28376,161.7473,
14372,BP,Solomon Islands,15775,110516,Varese,Varese,7900,5,N,vrs,Varisi,4,1,Christianity,98,31,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-6.84445,156.68444,
14373,BP,Solomon Islands,16077,111131,Zabana,Zabana,4600,5,N,kji,Zabana,4,1,Christianity,90,25,19,A010,Pacific Islanders,286,C0197,Solomons,1,1,Australia and Pacific,SOP,Oceania,N,Y,,N,-7.72928,158.71757,
14374,SO,Somalia,10294,100293,"Amhara, Ethiopian","Amhara, Ethiopian",900,3,N,amh,Amharic,5,1,Christianity,96,1.1,13,A004,Horn of Africa Peoples,164,C0068,Ethio-Semitic,21,7,"Africa, East and Southern",AFR,Africa,Y,N,,N,2.05135,45.364676,
14375,SO,Somalia,10375,100425,Arab,Arab,6000,1,Y,apc,"Arabic, North Levantine Spoken",3,6,Islam,3,0.5,10,A001,Arab World,111,C0013,"Arab, Arabian",32,7,"Africa, East and Southern",AFR,Africa,Y,N,1,N,2.56411,44.82606,
14376,SO,Somalia,10378,100431,"Arab, Omani","Arab, Omani",86000,1,Y,acx,"Arabic, Omani Spoken",1,6,Islam,0.5,0.2,10,A001,Arab World,111,C0013,"Arab, Arabian",11,7,"Africa, East and Southern",AFR,Africa,Y,N,2,N,2.054846,45.355972,
14377,SO,Somalia,15198,109729,"Arab, Yemeni","Arab, Yemeni",21000,1,Y,acq,"Arabic, Taizzi-Adeni Spoken",3,6,Islam,0.5,0,10,A001,Arab World,118,C0020,"Arab, Yemeni",16,7,"Africa, East and Southern",AFR,Africa,Y,N,1,N,2.068043405,45.34306017,
14378,SO,Somalia,10942,101604,Aweer,Aweer,300,1,Y,bob,Aweer,3,6,Islam,2,1,22,A013,Sub-Saharan Peoples,203,C0109,Khoisan,2,7,"Africa, East and Southern",AFR,Africa,Y,N,1,N,-1.13635,41.57916,
14379,SO,Somalia,10586,100807,Bajuni,Bajuni,10000,1,Y,swh,Swahili,5,6,Islam,0,0,22,A013,Sub-Saharan Peoples,351,C0275,"Bantu, Swahili",3,7,"Africa, East and Southern",AFR,Africa,Y,N,1,Y,1.118918,44.027794,
14380,SO,Somalia,15034,109469,"Baloch, Southern","Baloch, Southern",9000,1,Y,bcc,"Balochi, Southern",4,6,Islam,0.4,0.1,14,A005,Persian-Median,129,C0031,Baloch,6,7,"Africa, East and Southern",AFR,Africa,Y,N,1,N,2.053031,45.320485,
14381,SO,Somalia,13735,106662,Dabarre,Dabarre,40000,1,Y,dbr,Dabarre,1,6,Islam,0,0,13,A004,Horn of Africa Peoples,287,C0198,Somali,1,7,"Africa, East and Southern",AFR,Africa,Y,Y,1,Y,1.2179,43.33041,
14382,SO,Somalia,19007,114916,Deaf,Deaf,152000,1,Y,xxx,Language unknown,0,6,Islam,0.33,,26,A017,Deaf,328,C0252,Deaf,216,7,"Africa, East and Southern",AFR,Africa,Y,Y,3,N,2.045118027,45.33187277,
14383,SO,Somalia,19613,115104,"Oromo, Garre",Garre,109000,1,Y,gex,Garre,1,6,Islam,0,0,13,A004,Horn of Africa Peoples,287,C0198,Somali,2,7,"Africa, East and Southern",AFR,Africa,Y,Y,2,Y,2.30299,44.69546,
14384,SO,Somalia,12273,104096,Italian,Italian,7100,3,N,ita,Italian,5,1,Christianity,83,1,12,A003,Eurasian Peoples,193,C0098,Italian,60,7,"Africa, East and Southern",AFR,Africa,Y,N,,N,2.034503,45.317993,
14385,SO,Somalia,12354,104266,Jiiddo,Jiiddo,41000,1,Y,jii,Jiiddu,1,6,Islam,0,0,13,A004,Horn of Africa Peoples,287,C0198,Somali,1,7,"Africa, East and Southern",AFR,Africa,Y,Y,1,Y,1.84353,44.12938,
14386,SO,Somalia,13220,106046,Mahra,Mahra,4000,1,Y,gdq,Mehri,3,6,Islam,0,0,10,A001,Arab World,111,C0013,"Arab, Arabian",5,7,"Africa, East and Southern",AFR,Africa,Y,N,1,Y,2.054573,45.353024,
14387,SO,Somalia,19170,106615,Midgan,Midgan,6800,1,Y,som,Somali,5,4,Ethnic Religions,0,0,22,A013,Sub-Saharan Peoples,203,C0109,Khoisan,2,7,"Africa, East and Southern",AFR,Africa,Y,Y,1,Y,2.057618,45.333927,
14388,SO,Somalia,13892,106940,Mushunguli,Mushunguli,41000,1,Y,xma,Mushungulu,1,6,Islam,1,0.2,22,A013,Sub-Saharan Peoples,351,C0275,"Bantu, Swahili",1,7,"Africa, East and Southern",AFR,Africa,Y,Y,1,N,0.006890000373,42.66256,
14389,SO,Somalia,18894,116291,"Oromo, Southern","Oromo, Southern",84000,1,Y,gax,"Oromo, Borana-Arsi-Guji",5,6,Islam,2,0.3,13,A004,Horn of Africa Peoples,256,C0164,Oromo,1,7,"Africa, East and Southern",AFR,Africa,Y,Y,2,N,2.95291,41.39946,
14390,SO,Somalia,13179,105958,Rahanweyn,Rahanweyn,2699000,1,Y,ymm,Maay,3,6,Islam,0.01,0,13,A004,Horn of Africa Peoples,287,C0198,Somali,1,7,"Africa, East and Southern",AFR,Africa,Y,Y,54,Y,3.22288,43.61819,
14391,SO,Somalia,14983,109392,Somali,Somali,10677000,1,Y,som,Somali,5,6,Islam,0.3,0,13,A004,Horn of Africa Peoples,287,C0198,Somali,23,7,"Africa, East and Southern",AFR,Africa,Y,Y,214,N,5.25933,47.04801,
14392,SO,Somalia,20784,103458,Somali Bantu,Somali Bantu,735000,1,Y,ymm,Maay,3,6,Islam,0.05,0.05,22,A013,Sub-Saharan Peoples,351,C0275,"Bantu, Swahili",3,7,"Africa, East and Southern",AFR,Africa,Y,Y,15,Y,-0.742656,42.122762,
14393,SO,Somalia,19211,115527,"South Asian, general","South Asian, general",21000,1,Y,guj,Gujarati,5,6,Islam,0.25,0.09,21,A012,South Asian Peoples,261,C0172,"South Asian, other",58,7,"Africa, East and Southern",AFR,Africa,Y,N,1,N,2.033722,45.329792,
14394,SO,Somalia,15145,109644,Swahili,"Swahili, Barawani",274000,1,Y,swh,Swahili,5,6,Islam,0,0,22,A013,Sub-Saharan Peoples,351,C0275,"Bantu, Swahili",22,7,"Africa, East and Southern",AFR,Africa,Y,Y,5,Y,-0.7551039253,42.0899766,
14395,SO,Somalia,15644,110289,Tunni,Tunni,41000,1,Y,tqq,Tunni,1,6,Islam,0,0,13,A004,Horn of Africa Peoples,287,C0198,Somali,1,7,"Africa, East and Southern",AFR,Africa,Y,Y,1,Y,1.06167,43.68471,
14396,SF,South Africa,10168,100093,Afrikaner,Afrikaner,3818000,5,N,afr,Afrikaans,5,1,Christianity,89,23.253,12,A003,Eurasian Peoples,175,C0079,Germanic,14,7,"Africa, East and Southern",AFR,Africa,N,Y,,N,-26.24713413,27.86262575,
14397,SF,South Africa,15741,110448,"Americans, U.S.","Americans, U.S.",11000,5,N,eng,English,5,1,Christianity,77,28,18,A009,North American Peoples,109,C0011,Anglo-American,104,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-30.6995689,30.36515847,
14398,SF,South Africa,15007,109436,Anglo-South African,Anglo-South African,1291000,5,N,eng,English,5,1,Christianity,85,19.931,12,A003,Eurasian Peoples,110,C0012,Anglo-Celt,5,7,"Africa, East and Southern",AFR,Africa,N,Y,,N,-30.70117269,30.36953314,
14399,SF,South Africa,11722,102879,"Arab, Egyptian","Arab, Egyptian",58000,4,N,arz,"Arabic, Egyptian Spoken",4,6,Islam,13,3.9,10,A001,Arab World,163,C0067,Egyptian,33,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-26.203962,28.055667,
14400,SF,South Africa,13017,105688,"Arab, Lebanese","Arab, Lebanese",5400,2,N,apc,"Arabic, North Levantine Spoken",3,6,Islam,32,0.5,10,A001,Arab World,113,C0015,"Arab, Levant",45,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-26.14202041,27.96695433,
14401,SF,South Africa,10823,101368,Bhojpuri Bihari,Bhojpuri Bihari,55000,1,Y,bho,Bhojpuri,4,5,Hinduism,5,0.5,21,A012,South Asian Peoples,149,C0053,Bihari,2,7,"Africa, East and Southern",AFR,Africa,N,N,1,N,-25.750524,28.206276,
14402,SF,South Africa,10874,101485,Birwa,Birwa,11000,4,N,brl,Birwa,1,4,Ethnic Religions,34,6,22,A013,Sub-Saharan Peoples,349,C0273,"Bantu, Sotho-Tswana",3,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-33.03859,25.07666,
14403,SF,South Africa,11140,102927,British,British,260000,4,N,eng,English,5,1,Christianity,60,8.8,12,A003,Eurasian Peoples,110,C0012,Anglo-Celt,129,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-25.7189864,28.25873655,
14404,SF,South Africa,19206,115066,"Chinese, general","Chinese, general",5800,4,N,eng,English,5,7,Non-Religious,8,5.7,11,A002,East Asian Peoples,161,C0065,Chinese,60,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-30.69135,30.37311647,
14405,SF,South Africa,11163,102964,Coloured,Coloured,5416000,5,N,afr,Afrikaans,5,1,Christianity,82,24.36,22,A013,Sub-Saharan Peoples,262,C0173,"Sub-Saharan African, other",1,7,"Africa, East and Southern",AFR,Africa,N,Y,,N,-33.91847982,18.58042949,
14406,SF,South Africa,18813,114559,Coloured Creole,Coloured Creole,38000,4,N,oor,Oorlams,1,1,Christianity,80,6,22,A013,Sub-Saharan Peoples,262,C0173,"Sub-Saharan African, other",1,7,"Africa, East and Southern",AFR,Africa,N,Y,,N,-26.22075,29.32628,
14407,SF,South Africa,19007,114916,Deaf,Deaf,430000,3,N,sfs,South African Sign Language,2,1,Christianity,75.24,,26,A017,Deaf,328,C0252,Deaf,216,7,"Africa, East and Southern",AFR,Africa,N,Y,,N,-25.96551,28.11864,
14408,SF,South Africa,11659,102787,Dutch,Dutch,14000,4,N,nld,Dutch,5,7,Non-Religious,46,4.5,12,A003,Eurasian Peoples,175,C0079,Germanic,29,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-26.18012979,28.04467177,
14409,SF,South Africa,11234,103059,French,French,11000,3,N,fra,French,5,1,Christianity,61,1,12,A003,Eurasian Peoples,172,C0076,French,110,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-26.212386,28.047566,
14410,SF,South Africa,18372,107051,"Gemsbok Nama, Bushman","Gemsbok Nama, Bushman",2100,5,N,naq,Khoekhoe,5,1,Christianity,90,20,22,A013,Sub-Saharan Peoples,203,C0109,Khoisan,1,7,"Africa, East and Southern",AFR,Africa,N,Y,,N,-28.38725459,20.83697003,
14411,SF,South Africa,11871,103305,German,German,14000,4,N,deu,"German, Standard",5,1,Christianity,64,2.1,12,A003,Eurasian Peoples,175,C0079,Germanic,82,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-26.23440312,27.94948271,
14412,SF,South Africa,11942,103480,Greek,Greek,20000,3,N,ell,Greek,5,1,Christianity,91,0.4,12,A003,Eurasian Peoples,178,C0082,Greek,74,7,"Africa, East and Southern",AFR,Africa,N,N,,N,-26.19555,28.052665,
14413,SF,South Africa,11945,103487,Griqua,Griqua,100,4,N,eng,English,5,1,Christianity,100,10,22,A013,Sub-Saharan Peoples,203,C0109,Khoisan,1,7,"Africa, East and Southern",AFR,Africa,N,Y,,N,-28.42578,20.72598,
