ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
2232,Suret,"Armenia, Iran (Islamic Republic of), Iraq, Syrian Arab Republic, Turkey","ARM, IRN, IRQ, SYR, TUR","aii, cld",Definitely endangered
1859,SuruahÃ¡,Brazil,BRA,swx,Vulnerable
2706,Susuami,Papua New Guinea,PNG,ssu,Critically endangered
1058,Svan,Georgia,GEO,sva,Definitely endangered
276,Swampy Cree,Canada,CAN,csw,Vulnerable
2255,Swoeng,Lao People's Democratic Republic,LAO,,Definitely endangered
1441,Taa,Botswana,BWA,nmn,Definitely endangered
2707,Taap,Papua New Guinea,PNG,wnc,Critically endangered
2331,Taba,Indonesia,IDN,mky,Vulnerable
1073,Tabasaran,Russian Federation,RUS,tab,Vulnerable
1500,Tabasco NÃ¡huatl,Mexico,MEX,nhk,Critically endangered
1951,Tacana,Bolivia (Plurinational State of),BOL,tna,Definitely endangered
1995,Tacenwit,Algeria,DZA,cnu,Vulnerable
1327,Tafi,Ghana,GHA,tcd,Vulnerable
1289,Tagargrent,Algeria,DZA,oua,Severely endangered
979,Tagin,India,IND,,Vulnerable
2386,Tagish,Canada,CAN,tgx,Critically endangered
1721,Tagoi,Sudan,SDN,tag,Severely endangered
2387,Tahltan,Canada,CAN,tht,Critically endangered
2236,Tai Daeng,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",tyr,Vulnerable
2237,Tai Neua,Lao People's Democratic Republic,LAO,tdd,Vulnerable
1223,Tai Nora,India,IND,,Critically endangered
1222,Tai Phake,India,IND,phk,Severely endangered
1224,Tai Rong,India,IND,,Critically endangered
2127,Taiap,Papua New Guinea,PNG,gpn,Severely endangered
2567,Taikat,Indonesia,IDN,aos,Definitely endangered
2476,Tailoi,Myanmar,MMR,tlq,Critically endangered
2318,Taje,Indonesia,IDN,pee,Critically endangered
2617,Tajio,Indonesia,IDN,tdj,Vulnerable
1201,Takahanyilang,India,IND,nik,Critically endangered
1722,Talodi,Sudan,SDN,tlo,Critically endangered
2319,Taloki,Indonesia,IDN,tlk,Definitely endangered
2320,Talondo,Indonesia,IDN,tln,Definitely endangered
2410,Talu,China,CHN,yta,Vulnerable
1515,Talysh,"Azerbaijan, Iran (Islamic Republic of)","AZE, IRN",tly,Vulnerable
701,Tamaceq,Mali,MLI,taq,Definitely endangered
655,Tamahaq (Algeria),Algeria,DZA,thv,Vulnerable
1712,Tamahaq (Libya),Libyan Arab Jamahiriya,LBY,thv,Definitely endangered
2065,Tamajeq,Niger,NER,thz,Vulnerable
560,Taman,Myanmar,MMR,tcl,Extinct
1114,Tamang,"India, Nepal","IND, NPL","taj, tge, tmk, tsf, tdg",Vulnerable
2059,Tamazight (Ait Rouadi),Morocco,MAR,rif,Extinct
2,Tamazight (Arzew),Algeria,DZA,rif,Critically endangered
699,Tamazight (Beni Iznassen),Morocco,MAR,rif,Definitely endangered
718,Tamazight (Tunisia),Tunisia,TUN,rif,Severely endangered
2652,Tambotalo,Vanuatu,VUT,tls,Severely endangered
1644,Tamki,Chad,TCD,tax,Critically endangered
1996,Tamzabit,Algeria,DZA,mzb,Vulnerable
159,Tanacross,United States of America,USA,tcb,Critically endangered
160,Tanaina,United States of America,USA,tfn,Severely endangered
161,Tanana,United States of America,USA,taa,Critically endangered
2568,Tandia,Indonesia,IDN,tni,Extinct
2139,Tanema,Solomon Islands,SLB,tnw,Critically endangered
1220,Tangam,India,IND,adi,Critically endangered
1154,Tangkhul,India,IND,nmf,Vulnerable
561,Tanglang,China,CHN,ytl,Vulnerable
1104,Tangsa,India,IND,nst,Vulnerable
1502,Tangwang,China,CHN,,Definitely endangered
2137,Tanimbili,Solomon Islands,SLB,tbe,Severely endangered
2011,Tanimuca-Letuama,Colombia,COL,tnc,Severely endangered
2043,Taokas,China,CHN,bzg,Extinct
875,Taos,United States of America,USA,twf,Definitely endangered
656,Tapayuna,Brazil,BRA,suy,Severely endangered
2153,Tape,Vanuatu,VUT,,Critically endangered
1960,TapietÃ©,"Argentina, Bolivia (Plurinational State of), Paraguay","ARG, BOL, PRY",tpj,Severely endangered
1872,TapirapÃ©,Brazil,BRA,taf,Vulnerable
562,Tarao,India,IND,tro,Critically endangered
1847,Tariana (Brazil),Brazil,BRA,tae,Critically endangered
2017,Tariana (Colombia),Colombia,COL,tae,Critically endangered
2028,Taroko,China,CHN,trv,Vulnerable
2569,Tarpia,Indonesia,IDN,suf,Severely endangered
2259,Taruang,"China, India, Myanmar","CHN, IND, MMR",mhu,Vulnerable
1982,Taruma,Guyana,GUY,,Critically endangered
3,Tasnusit,Algeria,DZA,,Severely endangered
1059,Tat,Azerbaijan,AZE,ttt,Severely endangered
1495,Tati,Iran (Islamic Republic of),IRN,"avd, esh, goz, hrz, kgn, okh, rat, rdb, shm, tks, tov, vmh, xkj, xkc, xkp",Definitely endangered
2012,Tatuyo,Colombia,COL,tav,Definitely endangered
2708,Taulil,Papua New Guinea,PNG,tuh,Vulnerable
2570,Tause,Indonesia,IDN,tad,Vulnerable
657,Taushiro,Peru,PER,trr,Critically endangered
1866,Tawahka,Honduras,HND,sum,Severely endangered
2571,Taworta,Indonesia,IDN,tbp,Vulnerable
2027,Tayal,China,CHN,tay,Vulnerable
2162,Tayurayt,Algeria,DZA,,Vulnerable
2163,Taznatit,Algeria,DZA,grr,Severely endangered
457,Tazy,Russian Federation,RUS,,Severely endangered
1748,Tchitchege,Gabon,GAB,tck,Definitely endangered
1328,Tchumbuli,Benin,BEN,bga,Critically endangered
2613,Te'un (Seram Island),Indonesia,IDN,tve,Definitely endangered
2612,Te'un (Te'un Island),Indonesia,IDN,tve,Extinct
2627,Teanu,Solomon Islands,SLB,tkw,Definitely endangered
1287,TecÃ³atl Mazatec,Mexico,MEX,maa,Vulnerable
658,Tehuelche,Argentina,ARG,teh,Critically endangered
1368,Teko,Mexico,MEX,ttc,Severely endangered
1830,Tektitek,Guatemala,GTM,ttc,Definitely endangered
1696,TembÃ©,Brazil,BRA,tqb,Severely endangered
1723,Temein,Sudan,SDN,teq,Severely endangered
2296,Temiar,Malaysia,MYS,tea,Definitely endangered
2458,Tempuan,Cambodia,KHM,,Severely endangered
2284,Temuan,Malaysia,MYS,tmw,Severely endangered
2128,Tench,Papua New Guinea,PNG,tns,Critically endangered
1849,Tenharim,Brazil,BRA,pah,Severely endangered
54,Tennet,Sudan,SDN,tex,Vulnerable
416,Ter Saami,Russian Federation,RUS,sjt,Critically endangered
1959,Terena,Brazil,BRA,ter,Severely endangered
1885,Teribe (Costa Rica),Costa Rica,CRI,tfr,Critically endangered
1899,Teribe (Panama),Panama,PAN,tfr,Definitely endangered
1724,Tese,Sudan,SDN,keg,Critically endangered
2064,Tetete,Ecuador,ECU,teb,Extinct
2210,Tetserret,Niger,NER,,Severely endangered
1540,Tewa (Arizona),United States of America,USA,tew,Definitely endangered
877,Tewa (New Mexico),United States of America,USA,tew,Severely endangered
911,Texistepecan,Mexico,MEX,poq,Severely endangered
2080,Thaayorre,Australia,AUS,thd,Definitely endangered
1161,Thado,India,IND,tcz,Vulnerable
1115,Thakali,Nepal,NPL,ths,Vulnerable
1116,Thangmi,Nepal,NPL,thf,Definitely endangered
2041,Thao,China,CHN,ssf,Critically endangered
173,Tharkarri,Australia,AUS,dhl,Critically endangered
563,Thavung (Laos),"Lao People's Democratic Republic, Thailand","LAO, THA",thm,Definitely endangered
1003,Thavung (Thailand),Thailand,THA,thm,Severely endangered
2195,Theen,Lao People's Democratic Republic,LAO,,Severely endangered
2388,Thompson,Canada,CAN,thp,Severely endangered
1109,Thulung,Nepal,NPL,tdh,Definitely endangered
57,Thuri,Sudan,SDN,thu,Vulnerable
2321,Tialo,Indonesia,IDN,txm,Vulnerable
742,Ticuna,"Brazil, Colombia, Peru","BRA, COL, PER",tca,Definitely endangered
2181,Tidikelt,Algeria,DZA,tia,Critically endangered
934,Tilapa OtomÃ­,Mexico,MEX,otl,Severely endangered
799,Tillamook,United States of America,USA,til,Extinct
446,Tilung,Nepal,NPL,tij,Critically endangered
1725,Tima,Sudan,SDN,tms,Severely endangered
1194,Tinan,"China, India","CHN, IND",lbf,Definitely endangered
1060,Tindi,Russian Federation,RUS,tin,Definitely endangered
1726,Tingal,Sudan,SDN,tie,Definitely endangered
314,Tinigua,Colombia,COL,tit,Critically endangered
724,Tipai (Mexico),Mexico,MEX,dih,Severely endangered
845,Tipai (United States of America),United States of America,USA,dih,Severely endangered
2483,Tirahi,Afghanistan,AFG,tra,Critically endangered
2499,Tiri,New Caledonia (France),NCL,"tir, meg",Definitely endangered
1740,Tirma,Sudan,SDN,suq,Critically endangered
1173,Tiwa,India,IND,lax,Definitely endangered
233,Tiwi,Australia,AUS,tiw,Vulnerable
923,Tlachichilco Tepehua,Mexico,MEX,tpt,Definitely endangered
937,Tlahuica,Mexico,MEX,ocu,Severely endangered
2389,Tlingit (Canada),Canada,CAN,tli,Critically endangered
278,Tlingit (United States of America),United States of America,USA,tli,Critically endangered
659,Toba,Argentina,ARG,tob,Definitely endangered
2188,Toba-Maskoy,Paraguay,PRY,tmf,Severely endangered
2618,Tobada',Indonesia,IDN,tdj,Extinct
2572,Tobati,Indonesia,IDN,tti,Severely endangered
2263,Tobian,Palau,PLW,tox,Critically endangered
1727,Tocho,Sudan,SDN,taz,Severely endangered
1575,Toda,India,IND,tcx,Critically endangered
501,Tofa,Russian Federation,RUS,kim,Critically endangered
2573,Tofanma,Indonesia,IDN,tlg,Vulnerable
1738,Togoyo,Sudan,SDN,tgy,Extinct
1344,TÃ¶itschu,Italy,ITA,"gsw, swg, wae",Severely endangered
713,Tokelauan,Tokelau,TKL,tkl,Severely endangered
1863,Tol,Honduras,HND,jic,Critically endangered
447,Tolcha,India,IND,,Extinct
2653,Tolomako,Vanuatu,VUT,tlm,Definitely endangered
779,Tolowa,United States of America,USA,tol,Critically endangered
2322,Tomadino,Indonesia,IDN,tdi,Definitely endangered
2323,Tombelala,Indonesia,IDN,ttp,Vulnerable
16,Tonjon,CÃ´te d'Ivoire,CIV,tjn,Extinct
1815,TorÃ¡,Brazil,BRA,trz,Extinct
1647,Toram,Chad,TCD,trj,Severely endangered
2619,ToratÃ¡n,Indonesia,IDN,rth,Definitely endangered
1026,Torlak,"Albania, Bulgaria, The former Yugoslav Republic of Macedonia, Romania, Serbia","ALB, BGR, MKD, ROU, SRB","bos, hrv, srp",Vulnerable
2480,Torwali,Pakistan,PAK,trw,Definitely endangered
448,Toto,India,IND,txo,Critically endangered
2324,Totoli,Indonesia,IDN,txe,Vulnerable
1462,TotorÃ³,Colombia,COL,ttk,Critically endangered
2182,Touggourt Tamazight,Algeria,DZA,tjo,Severely endangered
1475,Transylvanian Saxon,Romania,ROU,,Severely endangered
1697,Trio (Brazil),Brazil,BRA,tri,Vulnerable
315,Trio (Suriname),Suriname,SUR,tri,Vulnerable
2253,Triw,Lao People's Democratic Republic,LAO,,Definitely endangered
1079,Trukhmen,"Russian Federation, Turkmenistan","RUS, TKM",,Definitely endangered
660,Trumai,Brazil,BRA,tpy,Critically endangered
1685,Ts'amay,Ethiopia,ETH,tsb,Definitely endangered
1409,Ts'Ã¨xa,Botswana,BWA,,Definitely endangered
591,Tsafiki,Ecuador,ECU,cof,Definitely endangered
1061,Tsakhur,"Azerbaijan, Russian Federation","AZE, RUS",tkr,Definitely endangered
417,Tsakonian,Greece,GRC,tsd,Critically endangered
2400,Tsetsaut,Canada,CAN,txc,Extinct
1051,Tsez,Russian Federation,RUS,ddo,Definitely endangered
1258,Tshangla,"Bhutan, China, India","BTN, CHN, IND",tsj,Vulnerable
2390,Tsimshian,Canada,CAN,tsi,Critically endangered
2034,Tsou,China,CHN,tsy,Vulnerable
1160,Tsum,Nepal,NPL,ttz,Definitely endangered
313,Tuahka,Nicaragua,NIC,,Severely endangered
707,Tuamotuan,French Polynesia (France),PYF,pmt,Severely endangered
865,Tubatulabal,United States of America,USA,tub,Critically endangered
1852,Tucano (Brazil),Brazil,BRA,tuo,Vulnerable
2009,Tucano (Colombia),Colombia,COL,tuo,Vulnerable
819,Tule-Kaweah Yokuts,United States of America,USA,yok,Critically endangered
1728,Tulishi,Sudan,SDN,tey,Severely endangered
1585,Tulu,India,IND,tcy,Vulnerable
2258,Tum,Lao People's Democratic Republic,LAO,tmk,Definitely endangered
1729,Tumtum,Sudan,SDN,tbr,Severely endangered
502,Tundra Enets,Russian Federation,RUS,enh,Critically endangered
503,Tundra Nenets,Russian Federation,RUS,yrk,Definitely endangered
504,Tundra Yukagir,Russian Federation,RUS,"omk, xcv, ykg",Critically endangered
316,Tunebo,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN","tnd, tbn, tuf, tnb",Definitely endangered
1534,Tunica,United States of America,USA,tun,Extinct
2453,Tunisian Judeo-Arabic (Israel),Israel,ISR,ajt,Severely endangered
1292,Tunisian Judeo-Arabic (Tunisia),Tunisia,TUN,ajt,Critically endangered
1414,Tuotomb,Cameroon,CMR,ttf,Severely endangered
1625,Tupari,Brazil,BRA,tpr,Definitely endangered
2129,Turaka,Papua New Guinea,PNG,trh,Critically endangered
1216,Turi,India,IND,trd,Definitely endangered
1986,Turoyo,"Syrian Arab Republic, Turkey","SYR, TUR",tru,Severely endangered
2391,Tuscarora (Canada),Canada,CAN,tus,Critically endangered
279,Tuscarora (United States of America),United States of America,USA,tus,Critically endangered
2654,Tutuba,Vanuatu,VUT,tmi,Definitely endangered
778,Tututni,United States of America,USA,tuu,Extinct
714,Tuvaluan,Tuvalu,TUV,tvl,Definitely endangered
1234,Tuvan,"China, Mongolia, Russian Federation","CHN, MNG, RUS",tyv,Vulnerable
19,Tuwuli,Ghana,GHA,bov,Vulnerable
1854,Tuyuca (Brazil),Brazil,BRA,tue,Vulnerable
2013,Tuyuca (Colombia),Colombia,COL,tue,Definitely endangered
1359,Tuzantec,Mexico,MEX,,Critically endangered
794,Twana,United States of America,USA,twa,Extinct
1831,Tz'utujil,Guatemala,GTM,"tzj, tzt",Definitely endangered
2209,U,China,CHN,uuu,Definitely endangered
1642,Ubi,Chad,TCD,ubi,Severely endangered
644,Ubykh (Caucasus),Russian Federation,RUS,uby,Extinct
1062,Ubykh (Turkey),Turkey,TUR,uby,Extinct
505,Udege,Russian Federation,RUS,ude,Critically endangered
1063,Udi (Azerbaijan),Azerbaijan,AZE,udi,Severely endangered
2192,Udi (Georgia),Georgia,GEO,udi,Severely endangered
418,Udmurt,Russian Federation,RUS,udm,Definitely endangered
2574,Uhunduni,Indonesia,IDN,uhn,Vulnerable
2614,Ujir,Indonesia,IDN,udj,Definitely endangered
1662,Ukhwejo,Central African Republic,CAF,ukh,Severely endangered
506,Ulcha,Russian Federation,RUS,ulc,Critically endangered
2349,Ulithian,Micronesia (Federated States of),FSM,uli,Severely endangered
1890,Ulwa,Nicaragua,NIC,,Severely endangered
2154,Umbrul,Vanuatu,VUT,,Critically endangered
419,Ume Saami,Sweden,SWE,sju,Critically endangered
234,Umpila,Australia,AUS,ump,Severely endangered
1811,Umutina,Brazil,BRA,umo,Extinct
280,Unami,United States of America,USA,unm,Extinct
840,Upland Yuman,United States of America,USA,yuf,Vulnerable
797,Upper Chehalis,United States of America,USA,cjh,Extinct
776,Upper Kuskokwim,United States of America,USA,kuu,Critically endangered
2392,Upper Tanana (Canada),Canada,CAN,tau,Critically endangered
162,Upper Tanana (United States of America),United States of America,USA,tau,Critically endangered
777,Upper Umpqua,United States of America,USA,,Extinct
2157,Ura,Vanuatu,VUT,,Critically endangered
2287,Urak Lawoi (Malaysia),Malaysia,MYS,urk,Definitely endangered
1009,Urak Lawoi (Thailand),Thailand,THA,urk,Definitely endangered
733,Urarina,Peru,PER,ura,Vulnerable
661,Uru,Bolivia (Plurinational State of),BOL,ure,Extinct
1627,Uru-eu-au-au,Brazil,BRA,"urz, adw",Vulnerable
317,Uruak,Venezuela (Bolivarian Republic of),VEN,atx,Critically endangered
2709,Uruava,Papua New Guinea,PNG,urv,Extinct
1336,Urum,"Georgia, Russian Federation, Ukraine","GEO, RUS, UKR",uum,Definitely endangered
1624,UrupÃ¡,Brazil,BRA,,Extinct
1836,Ushojo,Pakistan,PAK,ush,Definitely endangered
2575,Usku,Indonesia,IDN,ulf,Critically endangered
1832,Uspantek,Guatemala,GTM,usp,Vulnerable
2130,Usu,Papua New Guinea,PNG,usu,Severely endangered
864,"Ute (Colorado, Southern Ute)",United States of America,USA,ute,Severely endangered
1472,"Ute (Colorado, Ute Mountain)",United States of America,USA,ute,Severely endangered
1471,Ute (Utah),United States of America,USA,ute,Severely endangered
2415,Utsat,China,CHN,huq,Definitely endangered
728,Vacacocha,Peru,PER,ash,Critically endangered
1797,Vafsi,Iran (Islamic Republic of),IRN,vaf,Definitely endangered
1029,Valle Nacional Chinantec,Mexico,MEX,cvn,Definitely endangered
821,Valley Yokuts,United States of America,USA,yok,Severely endangered
2138,Vano,Solomon Islands,SLB,vnk,Critically endangered
1593,Vedda,Sri Lanka,LKA,ved,Definitely endangered
2131,Vehes,Papua New Guinea,PNG,val,Severely endangered
1021,Venetan,"Croatia, Italy, Slovenia","HRV, ITA, SVN",vec,Vulnerable
856,VentureÃ±o,United States of America,USA,veo,Extinct
420,Veps,Russian Federation,RUS,vep,Severely endangered
2509,Vera'a,Vanuatu,VUT,vlr,Definitely endangered
120,Vidunda,United Republic of Tanzania,TZA,vid,Vulnerable
1474,Vilamovian,Poland,POL,wym,Severely endangered
662,Vilela,Argentina,ARG,vil,Extinct
2496,Voh-KonÃ© dialects,New Caledonia (France),NCL,"bwa, aek, hvk, mrk, mkt",Definitely endangered
421,Vojvodina Rusyn,"Croatia, Serbia","HRV, SRB",,Definitely endangered
2507,Volow,Vanuatu,VUT,mlv,Critically endangered
422,VÃµro-Seto,"Estonia, Russian Federation","EST, RUS",est,Definitely endangered
423,Vote,Russian Federation,RUS,vot,Critically endangered
50,Vumbu,Gabon,GAB,vum,Definitely endangered
2475,Wa,Myanmar,MMR,,Severely endangered
235,Waanyi,Australia,AUS,gbc,Critically endangered
2710,Wab,Papua New Guinea,PNG,wab,Vulnerable
236,Wagiman,Australia,AUS,waq,Severely endangered
895,Waigali,Afghanistan,AFG,wbk,Definitely endangered
2587,Waima'a,Timor-Leste,TLS,wmh,Definitely endangered
1855,WaimirÃ­-AtroarÃ­,Brazil,BRA,atr,Vulnerable
1699,Waiwai (Brazil),Brazil,BRA,waw,Vulnerable
318,Waiwai (Guyana),Guyana,GUY,waw,Vulnerable
1989,Waiwai (Suriname),Suriname,SUR,waw,Critically endangered
1707,WajÃ£pi,Brazil,BRA,oym,Vulnerable
244,Wajarri,Australia,AUS,wbv,Severely endangered
1379,Wakhi,"China, Pakistan, Tajikistan, Afghanistan","CHN, PAK, TJK, AFG",wbl,Definitely endangered
1730,Wali,Sudan,SDN,wll,Critically endangered
1947,Walloon,"Belgium, France, Luxembourg","BEL, FRA, LUX",wln,Definitely endangered
237,Walmajarri,Australia,AUS,wmt,Definitely endangered
238,Wambaya,Australia,AUS,wmb,Critically endangered
1111,Wambule,Nepal,NPL,wme,Vulnerable
735,Wampis,Peru,PER,hub,Vulnerable
319,Wanai,Venezuela (Bolivarian Republic of),VEN,mcg,Critically endangered
1856,Wanano / Kotiria (Brazil),Brazil,BRA,gvc,Vulnerable
2014,Wanano / Kotiria (Colombia),Colombia,COL,gvc,Definitely endangered
1108,Wancho,India,IND,nnp,Vulnerable
239,Wangaaybuwan,Australia,AUS,wyb,Critically endangered
2086,Wangkumara,Australia,AUS,nbx,Critically endangered
999,Wanka Quechua,Peru,PER,"qhu, qhj, qxw, qvw",Severely endangered
2576,Wano,Indonesia,IDN,wno,Definitely endangered
758,Waotededo,Ecuador,ECU,auc,Vulnerable
1920,Wapishana (Brazil),Brazil,BRA,wap,Definitely endangered
320,Wapishana (Guyana),Guyana,GUY,wap,Vulnerable
850,Wappo,United States of America,USA,wao,Extinct
1964,Warao,"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",wba,Definitely endangered
2700,Warapu,Papua New Guinea,PNG,wra,Severely endangered
241,Wardaman,Australia,AUS,wrr,Severely endangered
1857,Warekena (Brazil),Brazil,BRA,gae,Critically endangered
321,Warekena (Venezuela),Venezuela (Bolivarian Republic of),VEN,gae,Severely endangered
663,Wari,Brazil,BRA,pav,Definitely endangered
2577,Wari,Indonesia,IDN,wbe,Definitely endangered
242,Warlpiri,Australia,AUS,wbp,Vulnerable
1731,Warnang,Sudan,SDN,wrn,Severely endangered
240,Warnman,Australia,AUS,wbt,Severely endangered
2325,Waru,Indonesia,IDN,wru,Definitely endangered
243,Warumungu,Australia,AUS,wrm,Severely endangered
848,Washo,United States of America,USA,was,Severely endangered
1240,Wauja,Brazil,BRA,wau,Vulnerable
322,Waunana (Colombia),Colombia,COL,noa,Vulnerable
1902,Waunana (Panama),Panama,PAN,noa,Severely endangered
1479,Waxiang,China,CHN,wxa,Vulnerable
1700,Wayana (Brazil),Brazil,BRA,way,Vulnerable
304,Wayana (Suriname),Suriname,SUR,way,Vulnerable
425,Welsh,United Kingdom of Great Britain and Northern Ireland,GBR,cym,Vulnerable
1476,West Flemish,"Belgium, France, Netherlands","BEL, FRA, NLD","vls, zea",Vulnerable
426,West Frisian,Netherlands,NLD,fry,Vulnerable
687,West Greenlandic,Greenland (Kingdom of Denmark),GRL,kal,Vulnerable
2393,Western Abenaki (Canada),Canada,CAN,abe,Critically endangered
283,Western Abenaki (United States of America),United States of America,USA,abe,Extinct
785,Western Apache,United States of America,USA,apw,Definitely endangered
7,Western Armenian (Middle East),"Iraq, Lebanon, Syrian Arab Republic","IRQ, LBN, SYR",hye,Definitely endangered
1494,Western Armenian (Turkey),Turkey,TUR,hye,Definitely endangered
2225,Western Cham,Cambodia,KHM,cja,Vulnerable
1263,Western Chocho,Mexico,MEX,,Severely endangered
722,Western Mansi,Russian Federation,RUS,mns,Extinct
427,Western Mari,Russian Federation,RUS,mrj,Severely endangered
941,Western Mazahua,Mexico,MEX,,Definitely endangered
1281,Western Mazatec,Mexico,MEX,,Vulnerable
2394,Western Montagnais,Canada,CAN,moe,Vulnerable
1499,Western NÃ¡huatl,Mexico,MEX,,Severely endangered
2090,Western Neo-Aramaic,Syrian Arab Republic,SYR,amw,Definitely endangered
931,Western OtomÃ­,Mexico,MEX,,Severely endangered
1267,Western Popoloc,Mexico,MEX,pow,Severely endangered
1485,Western Tarahumara,Mexico,MEX,,Vulnerable
982,Western Tlapanec,Mexico,MEX,,Vulnerable
906,Western Zoque,Mexico,MEX,,Vulnerable
2420,White Gelao (China),China,CHN,giw,Severely endangered
2231,White Gelao (Viet Nam),Viet Nam,VNM,giw,Severely endangered
2093,Wichi,"Argentina, Bolivia (Plurinational State of)","ARG, BOL","mzh, wlv, mtp",Vulnerable
893,Wichita,United States of America,USA,wic,Critically endangered
215,Wik Mungkan,Australia,AUS,wim,Vulnerable
245,Wik Ngathan,Australia,AUS,wig,Definitely endangered
246,Wik Ngencherr,Australia,AUS,wua,Severely endangered
889,Winnebago (Nebraska),United States of America,USA,win,Severely endangered
1550,Winnebago (Wisconsin),United States of America,USA,win,Severely endangered
809,Wintu-Nomlaki,United States of America,USA,wit,Critically endangered
247,Wiradjuri,Australia,AUS,wrh,Critically endangered
774,Wiyot,United States of America,USA,wiy,Extinct
2348,Woleaian,Micronesia (Federated States of),FSM,woe,Severely endangered
275,Woods Cree,Canada,CAN,cwd,Vulnerable
2578,Woria,Indonesia,IDN,wor,Critically endangered
248,Worrorra,Australia,AUS,unp,Critically endangered
2482,Wotapuri-Katarqalai,Afghanistan,AFG,wsv,Definitely endangered
2326,Wotu,Indonesia,IDN,wtw,Vulnerable
2402,Wunai Bunu,China,CHN,bwn,Definitely endangered
249,Wunambal,Australia,AUS,wub,Critically endangered
2408,Wuse,China,CHN,eee,Vulnerable
1426,Wutun,China,CHN,wuh,Definitely endangered
1881,XakriabÃ¡,Brazil,BRA,xkr,Extinct
1942,XambioÃ¡,Brazil,BRA,kpj,Critically endangered
2500,Xaragure,New Caledonia (France),NCL,axx,Vulnerable
1816,Xavante,Brazil,BRA,xav,Vulnerable
1870,Xerente,Brazil,BRA,xer,Severely endangered
664,XetÃ¡,Brazil,BRA,xet,Critically endangered
1833,Xinka,Guatemala,GTM,,Critically endangered
1704,XipÃ¡ya,Brazil,BRA,xiy,Critically endangered
1442,Xiri,South Africa,ZAF,xii,Critically endangered
1874,Xokleng,Brazil,BRA,xok,Critically endangered
94,Yaaku,Kenya,KEN,muu,Extinct
1971,Yaeyama,Japan,JPN,rys,Severely endangered
1438,Yaghnobi,Tajikistan,TJK,yai,Definitely endangered
1908,Yagua,Peru,PER,yad,Definitely endangered
665,Yahgan,Chile,CHL,yag,Critically endangered
441,Yakkha,Nepal,NPL,ybh,Critically endangered
508,Yakut,Russian Federation,RUS,sah,Vulnerable
754,Yameo,Peru,PER,yme,Extinct
2026,Yami,China,CHN,tao,Vulnerable
751,"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru","BOL, PER",yaa,Severely endangered
1912,Yaminahua (Brazil),Brazil,BRA,yaa,Vulnerable
1110,Yamphu,Nepal,NPL,"yma, ybi",Definitely endangered
2085,Yan-nhangu,Australia,AUS,jay,Definitely endangered
739,Yanesha,Peru,PER,ame,Severely endangered
20,Yangkam,Nigeria,NGA,bsx,Critically endangered
2084,Yankunytjatjara,Australia,AUS,kdd,Definitely endangered
1932,YanomÃ¡m,Brazil,BRA,wca,Vulnerable
323,Yanomami (Brazil),Brazil,BRA,wck,Vulnerable
1981,Yanomami (Venezuela),Venezuela (Bolivarian Republic of),VEN,wck,Vulnerable
250,Yanyuwa,Australia,AUS,jao,Severely endangered
2132,Yapunda,Papua New Guinea,PNG,yev,Severely endangered
1489,Yaqui (Mexico),Mexico,MEX,yaq,Vulnerable
872,Yaqui (United States of America),United States of America,USA,yaq,Definitely endangered
2104,Yarawata,Papua New Guinea,PNG,yrw,Severely endangered
2711,Yarawi,Papua New Guinea,PNG,sue,Critically endangered
1749,Yasa,"Cameroon, Equatorial Guinea","CMR, GNQ",yko,Definitely endangered
596,YatÃª,Brazil,BRA,fun,Severely endangered
1034,Yavapai,United States of America,USA,yuf,Severely endangered
2224,Yaw,Myanmar,MMR,,Definitely endangered
1509,Yawalapiti,Brazil,BRA,yaw,Critically endangered
647,YawanawÃ¡,Brazil,BRA,ywn,Vulnerable
324,Yawarana,Venezuela (Bolivarian Republic of),VEN,yar,Severely endangered
1460,Yazgulami,Tajikistan,TJK,yah,Severely endangered
1365,Yazva Komi,Russian Federation,RUS,koi,Severely endangered
1921,Yecuana (Brazil),Brazil,BRA,mch,Vulnerable
1979,Yecuana (Venezuela),Venezuela (Bolivarian Republic of),VEN,mch,Vulnerable
1686,Yem,Ethiopia,ETH,jnj,Vulnerable
2423,Yerong,China,CHN,yrn,Severely endangered
1405,Yeyi,Botswana,BWA,yey,Definitely endangered
428,Yiddish (Europe),"Germany, Austria, Belarus, Belgium, Denmark, Estonia, Finland, France, Hungary, Italy, Latvia, Lithuania, Luxembourg, Republic of Moldova, Norway, Netherlands, Poland, Romania, United Kingdom of Great Britain and Northern Ireland, Russian Federation, Slov","DEU, AUT, BRB, BEL, DNK, EST, FIN, FRA, HUN, ITA, LVA, LTU, LUX, MDA, NOR, NLD, POL, ROU, GBR, RUS, SVK, SWE, CHE, CZE, UKR",ydd,Definitely endangered
2211,Yiddish (Israel),Israel,ISR,ydd,Definitely endangered
1603,Yidgha,Pakistan,PAK,ydg,Definitely endangered
251,Yiiji,Australia,AUS,wub,Critically endangered
2712,Yimas,Papua New Guinea,PNG,yee,Severely endangered
1135,Yimchungru,India,IND,yim,Vulnerable
732,Yine,Peru,PER,pib,Definitely endangered
